team,tweet,label
raptors,RT @Raptors: Back on road https://t.co/8AtEEHlbm8,1
bulls,"$TSLA slightly dipped below $1T market cap today. Bulls will try to defend here right above 1,000 price. 

Would not be surprised this name gets back to 1,080-1,100 near term.",1
bulls,"RT @MiLB: Taj Bradley is the ace of the Minors.

The Rays prospect wins the Top Starting Pitcher MiLBY!

🏆 https://t.co/rATHdYZT9p https://…",1
bulls,@BN_Bulls @BleacherNation okay bud😂,1
bulls,"RT @XYOPepe: $xyo BRB . Pepe going to recruit more bulls to be part of #XYOARMY to battle the bears at $0.068 . 

Stay patient! #HODL #xyo…",1
bulls,"RT @MiLB: Crown MJ Melendez.

This season's home run king wins the Top Offensive Player MiLBY!

👑 https://t.co/n4Voppowm7 https://t.co/whde…",1
bulls,@BassManTV @JoshGoodbody Nothing competes with $QRDO. You see it with even huge $KDA $QNT $LUNA bulls coming over for a piece cause they know its next in line to launch. 🌕,1
bulls,"@CryptoSavy1 All this time, how cocky he had been, not thinking that he would be wrong. Savy must be able to analyze and learn why he is wrong. Still, Is there any hope for the bulls?",1
bulls,"RT @MiLB: Crown MJ Melendez.

This season's home run king wins the Top Offensive Player MiLBY!

👑 https://t.co/n4Voppowm7 https://t.co/whde…",1
bulls,RT @TheCryptoZombie: #Bitcoin bulls remain in control as $BTC bounces back for another all time high attempt! Goldman Sachs considers #BTCE…,1
bulls,"RT @kamalminhas09: $TSLA $NIO $PLTR $LCID $CRTX 
Terrible day all around for the majority of the market. We lost today bulls but we will ri…",1
bulls,RT @mrsamsterdamxxx: I love it when my bulls share me with their friends! 😍 Apparently I am now officially the fucktoy of several friend gr…,1
bulls,"HALF: #USF 29, Bethune-Cookman 29.

BCU goes on a 13-2 run over the last 5:23 and keeps the Bulls scoreless over the final 2 minutes to tie the game.",1
bulls,RT @Soccerwriter: IT’S A DATE: Red Bulls to face off at Union Nov. 20 https://t.co/poL3UHD1vc,1
bulls,"RT @fbref: 2021 🇺🇸 Major League Soccer Goal Difference Leaders

New England (24)
Nashville (22)
Seattle (20)
NYCFC (20)
Sporting KC (18)
Co…",1
bulls,"RT @AdamMancini4: Update: Finally a little bit of red/movement for ES, likely en route to 4655ish support test - reaction there &amp; base buil…",1
bulls,"RT @fbref: 2021 🇺🇸 Major League Soccer Goal Difference Leaders

New England (24)
Nashville (22)
Seattle (20)
NYCFC (20)
Sporting KC (18)
Co…",1
bulls,@CUsRise6 @SIRIUSXM @ScottiePippen @SiriusXMNBA The thing is Pippen gets plenty of love goes down as a top 25 player of all time on many list just happened to be shadowed playing with Jordan the 🐐. It doesnt take away from his accomplishments and what he meant to those bulls championships.,1
bulls,"RT @UBFootball: Bulls Start #MACtion on Tuesday Night at Miami (OH)

#UBhornsUP https://t.co/FIHKNneOYT",1
bulls,"@GeorgeTakei Hmm. Two old bulls, overweight and past their prime and relevance, snorting and kicking up dust at each other. Anybody got popcorn?",1
bulls,@SIRIUSXM @ScottiePippen @SiriusXMNBA The biggest misconception in NBA history is this man carried MJ. It’s patently false. 91-93 finals series. MJ carried bulls in all stats. Only stat Pippen did better was RPG,1
bulls,@IrnestKaplan @richard_chu97 $38.80 ( low of May 27 2020) is a must hold level for bulls. Investors with a long term perspective have a very good chance of making decent profits.,1
bulls,"RT @JoshGBuck: Nikola Vucevic’s effort in the 4Q vs BK is a good sign for the #Bulls
https://t.co/3o1UqM6r4o",1
bulls,"Best twitter account for each team;
Hawks-@Traruso_SZN 
Celtics-@Tatums_Bacon 
Nets-@PlayboiClaxton
Hornets-@BridgesGotNext 
Bulls-@LaVinesBurner 
Cavs-@SexlandEnjoyer 
Mavs-@daddydoncic 
Nuggets-@BolWrld 
Rockets-@KPJs_Goat 
Detroit-@CadePistons 
Warriors-@WardellPlsWin",1
bulls,"RT @barstoolchicago: Coby White has been cleared for practice @RedLineRadio 

This Bulls bench mob is DANGEROUS https://t.co/UfHR5tZ8gg",1
bulls,"Bethune Cookman, who hired Reggie Theus as coach/AD in July and opted out of last season are tied 29-29 with USF at the half, rough look for the Bulls but give the SWAC’s newest member credit for coming out the way they have.",1
bulls,"RT @nftwhalealert: Wall St Bulls 6461 bought for Ξ1.5 ($7,164.84)
Avg Price: Ξ0.18
Rare Traits:
Background Monies: roaring kitties - 1.55%…",1
bulls,"RT @barstoolchicago: Coby White has been cleared for practice @RedLineRadio 

This Bulls bench mob is DANGEROUS https://t.co/UfHR5tZ8gg",1
bulls,"RT @JoshGBuck: Nikola Vucevic’s effort in the 4Q vs BK is a good sign for the #Bulls
https://t.co/3o1UqM6r4o",1
bulls,"🚨Covid Strikes Sixers and Ben Simmons for Jaylen Brown?🚨

-Sixers without Embiid, Tobias, Thybulle, Isaiah Joe🤒
-Wins over Bulls and Pistons 💯
-Loss to the Knicks 🏢
-What to make of Ben Simmons for Jaylen Brown rumors

#Sixers #HereTheyCome 
https://t.co/D9pA1HJCLT",1
bulls,"RT @MiLB: Crown MJ Melendez.

This season's home run king wins the Top Offensive Player MiLBY!

👑 https://t.co/n4Voppowm7 https://t.co/whde…",1
bulls,Where are my $vgx bulls at?  post 1 thing you love about $vgx and it’s utility for me it’s the debit card being able to get 10% on my $usdc up until the point of purchase what about you @BIueNovaNP @big_goody @einvestvoyager @Ehrls15 @Christo77352422 @evvirollins $vgx #fuckthefud https://t.co/EDPKLG6Zp2,1
bulls,"RT @TheCryptoZombie: #Bitcoin continues to trade sideways looking for another big move. While fundamentals are booming, price action remain…",1
bulls,"RT @JoshGBuck: Nikola Vucevic’s effort in the 4Q vs BK is a good sign for the #Bulls
https://t.co/3o1UqM6r4o",1
bulls,"RT @PETAUK: Heart-breaking 💔
These bulls, frightened after enduring the trauma of the accident, fled – only to be gunned down.
We can avoid…",0
bulls,"RT @DaVinci_RP: Like @tomskiweb usually says, BULLS use the stairs, @ShieldNet_io is working out its way up again. I want to keep track of…",1
bulls,"@CryptoSavy1 All this time, how cocky he had been, not thinking that he would be wrong. He must be able to analyze and learn why he is wrong. Still, Is there any hope for the bulls? Bring new line sir. ;)",0
bulls,"RT @PETAUK: Heart-breaking 💔
These bulls, frightened after enduring the trauma of the accident, fled – only to be gunned down.
We can avoid…",0
bulls,"RT @RandomNido: Many reasons why people buy NFTs.
Art, Innovation, Utility, and Flexing are a few.

@SurgingBulls will bring so much UTILIT…",1
bulls,"RT @kamalminhas09: $TSLA $NIO $PLTR $LCID $CRTX 
Terrible day all around for the majority of the market. We lost today bulls but we will ri…",1
bulls,RT @mrsamsterdamxxx: I love it when my bulls share me with their friends! 😍 Apparently I am now officially the fucktoy of several friend gr…,0
bulls,"HALF: #USF 29, Bethune-Cookman 29.

BCU goes on a 13-2 run over the last 5:23 and keeps the Bulls scoreless over the final 2 minutes to tie the game.",1
cavaliers,RT @MattModderno: #Wizards injury report vs the Cavaliers tomorrow https://t.co/Qxsq4VkCKe,0
cavaliers,"RT @NBAdabad: maiores sequências de vitórias na NBA no momento:

✅ 5 - Warriors
✅ 5 - Suns
✅ 4 - Clippers
✅ 4 - Cavaliers
✅ 3 - Mavericks…",1
cavaliers,"RT @HPbasketball: Cavaliers were 5-6 through 11 games last year, 7-4 this year. So better! But also why I’m still a little cautious with be…",1
cavaliers,RT @MattModderno: #Wizards injury report vs the Cavaliers tomorrow https://t.co/Qxsq4VkCKe,0
cavaliers,"RT @ChrisFedor: How do #Cavs replace Collin Sexton? Isaac Okoro's expected return Wednesday night is a good start 

https://t.co/niogW9c2rk",1
cavaliers,"The Cleveland Cavaliers haven't been to the playoffs without someone named LeBron on their team since 1998! This seasons team just might make it! Steve Purciello breaks the team down #LetEmKnow 

https://t.co/Fyh4qcPCgu https://t.co/117VRGZTzW",1
cavaliers,"RT @NBAdabad: maiores sequências de vitórias na NBA no momento:

✅ 5 - Warriors
✅ 5 - Suns
✅ 4 - Clippers
✅ 4 - Cavaliers
✅ 3 - Mavericks…",1
cavaliers,#Wizards injury report vs the Cavaliers tomorrow https://t.co/Qxsq4VkCKe,0
cavaliers,"Cavaliers were 5-6 through 11 games last year, 7-4 this year. So better! But also why I’m still a little cautious with believing, despite all the signs being good.",1
cavaliers,Evan you freaking cover the shitty ass Cleveland Cavaliers so if I was you I would mind my own business https://t.co/LzmPAv7YXW,0
cavaliers,"RT @ChrisFedor: How do #Cavs replace Collin Sexton? Isaac Okoro's expected return Wednesday night is a good start 

https://t.co/niogW9c2rk",1
cavaliers,The Cavaliers (8-3) now have the best record in the league against the spread. What a world,1
cavaliers,RT @MattModderno: #Wizards injury report vs the Cavaliers tomorrow https://t.co/Qxsq4VkCKe,0
cavaliers,"RT @HPbasketball: Cavaliers were 5-6 through 11 games last year, 7-4 this year. So better! But also why I’m still a little cautious with be…",1
cavaliers,RT @MattModderno: #Wizards injury report vs the Cavaliers tomorrow https://t.co/Qxsq4VkCKe,0
cavaliers,"RT @ChrisFedor: How do #Cavs replace Collin Sexton? Isaac Okoro's expected return Wednesday night is a good start 

https://t.co/niogW9c2rk",1
cavaliers,"The Cleveland Cavaliers haven't been to the playoffs without someone named LeBron on their team since 1998! This seasons team just might make it! Steve Purciello breaks the team down #LetEmKnow 

https://t.co/Fyh4qcPCgu https://t.co/117VRGZTzW",1
cavaliers,"RT @HPbasketball: Cavaliers were 5-6 through 11 games last year, 7-4 this year. So better! But also why I’m still a little cautious with be…",1
cavaliers,RT @MattModderno: #Wizards injury report vs the Cavaliers tomorrow https://t.co/Qxsq4VkCKe,0
cavaliers,"RT @NBAdabad: maiores sequências de vitórias na NBA no momento:

✅ 5 - Warriors
✅ 5 - Suns
✅ 4 - Clippers
✅ 4 - Cavaliers
✅ 3 - Mavericks…",1
cavaliers,"RT @BallySportsCLE: Time is running out! 

Box Office Buyout is LIVE until Midnight. Score 50% OFF tickets with no fees to Cavs vs. Pistons…",1
cavaliers,Evan you freaking cover the shitty ass Cleveland Cavaliers so if I was you I would mind my own business https://t.co/LzmPAv7YXW,0
cavaliers,The Cavaliers (8-3) now have the best record in the league against the spread. What a world,1
cavaliers,RT @MattModderno: #Wizards injury report vs the Cavaliers tomorrow https://t.co/Qxsq4VkCKe,0
cavaliers,"RT @HPbasketball: Cavaliers were 5-6 through 11 games last year, 7-4 this year. So better! But also why I’m still a little cautious with be…",1
cavaliers,RT @MattModderno: #Wizards injury report vs the Cavaliers tomorrow https://t.co/Qxsq4VkCKe,0
cavaliers,"RT @ChrisFedor: How do #Cavs replace Collin Sexton? Isaac Okoro's expected return Wednesday night is a good start 

https://t.co/niogW9c2rk",1
cavaliers,"The Cleveland Cavaliers haven't been to the playoffs without someone named LeBron on their team since 1998! This seasons team just might make it! Steve Purciello breaks the team down #LetEmKnow 

https://t.co/Fyh4qcPCgu https://t.co/117VRGZTzW",1
cavaliers,"RT @NBAdabad: maiores sequências de vitórias na NBA no momento:

✅ 5 - Warriors
✅ 5 - Suns
✅ 4 - Clippers
✅ 4 - Cavaliers
✅ 3 - Mavericks…",1
cavaliers,#Wizards injury report vs the Cavaliers tomorrow https://t.co/Qxsq4VkCKe,0
cavaliers,"RT @HPbasketball: Cavaliers were 5-6 through 11 games last year, 7-4 this year. So better! But also why I’m still a little cautious with be…",1
cavaliers,"Cavaliers were 5-6 through 11 games last year, 7-4 this year. So better! But also why I’m still a little cautious with believing, despite all the signs being good.",1
cavaliers,RT @MattModderno: #Wizards injury report vs the Cavaliers tomorrow https://t.co/Qxsq4VkCKe,0
cavaliers,Check out Cleveland Cavaliers Kevin Love #0 Nike 2021/22 NBA Swingman Jersey City Edition #Nike https://t.co/ObqyiLZwiR via @eBay #ebayfinds #ebayseller #ebaydeals #NBA #NBA75 #NBATwitter #jersey4sale @NBA #Cleveland #Cavaliers @cavs @CavsPowerHouse @Cavs_Mania @kevinlove #love,1
cavaliers,Check out Cleveland Cavaliers Collin Sexton Nike 2021/22 NBA Swingman Jersey City Edition #Nike https://t.co/CoUfLaGeVB via @eBay #ebayfinds #ebayseller #ebaydeals #NBA #NBA75 #NBATwitter #jersey4sale @NBA #Cleveland #Cavaliers @cavs @CavsNationCP @CavsPowerHouse @Cavs_Mania,1
cavaliers,@Whatevah_Amy I don't know if you follow Navy 🏀 but they play The Virginia Cavaliers 2night at 9:00pm on the ACC Network,1
cavaliers,RT @MattModderno: #Wizards injury report vs the Cavaliers tomorrow https://t.co/Qxsq4VkCKe,0
cavaliers,"Who are you going with in the CAVALIERS v PISTONS game? 🤔

Enter our round by FRIDAY 7:30pm ET/12:30am UK⏰ to win our $5,000 jackpot 🤑

Get your teams in here ➡️ https://t.co/8bMTat4xCw 

#Fantasy5 #NBA #LetEmKnow  #Pistons",1
cavaliers,"NCAAB Play: Navy Midshipmen vs Virginia Cavaliers
https://t.co/BsxPIWXKvw",1
cavaliers,"The Cavaliers are trading Robert Covington to the Thunder for JR Smith and a 2024 first-round pick, league sources tell ESPN.",1
pistons,"RT @HarrisonWind: Isiah Thomas, of the Bad Boy Pistons, on the Nikola Jokic-Markieff Morris incident: ""One hit, then another.""

""I don't th…",1
pistons,"RT @BiasedHouston: Jalen Green on facing Cade Cunningham and the Detroit Pistons tomorrow:

“I’m just thinking of it as another game for us…",1
pistons,"RT @BallySportsDET: The #Pistons are on the road tomorrow night in Houston.

No. 1 pick vs. No. 2 pick in this year's NBA Draft 👀

Wednesda…",1
pistons,"RT @SalmanAliNBA: Jalen Green on the ESPN matchup with Cade Cunningham and the Pistons: “I know it’s probably a big deal, but I’m just thin…",1
pistons,"RT @NBAdabad: maiores sequências de vitórias na NBA no momento:

✅ 5 - Warriors
✅ 5 - Suns
✅ 4 - Clippers
✅ 4 - Cavaliers
✅ 3 - Mavericks…",1
pistons,RT @trademarktaz: He done stepped in that quicksand it’s too late now #Pistons https://t.co/mEc3x349VA,0
pistons,RT @trademarktaz: He done stepped in that quicksand it’s too late now #Pistons https://t.co/mEc3x349VA,0
pistons,"RT @BallySportsDET: Despite the loss, the Pistons showed a lot of fight and resiliency against the Nets tonight and that's what head coach…",1
pistons,"RT @BallySportsDET: Despite the loss, the Pistons showed a lot of fight and resiliency against the Nets tonight and that's what head coach…",1
pistons,RT @trademarktaz: He done stepped in that quicksand it’s too late now #Pistons https://t.co/mEc3x349VA,0
pistons,RT @trademarktaz: He done stepped in that quicksand it’s too late now #Pistons https://t.co/mEc3x349VA,0
pistons,RT @trademarktaz: He done stepped in that quicksand it’s too late now #Pistons https://t.co/mEc3x349VA,0
pistons,"RT @SalmanAliNBA: Jalen Green on the ESPN matchup with Cade Cunningham and the Pistons: “I know it’s probably a big deal, but I’m just thin…",1
pistons,RT @PistonsThoughts: Going through Pistons withdrawals,1
pistons,@PistonsThoughts Just jumped on to check the #pistons Twitter temp. https://t.co/LrmcTdDbdz,1
pistons,"RT @HarrisonWind: Isiah Thomas, of the Bad Boy Pistons, on the Nikola Jokic-Markieff Morris incident: ""One hit, then another.""

""I don't th…",1
pistons,RT @trademarktaz: He done stepped in that quicksand it’s too late now #Pistons https://t.co/mEc3x349VA,0
pistons,Late 1980’s Pistons / Celtics! Two shots for Jokic and side out. https://t.co/RR4Kywruxb,1
pistons,"RT @HarrisonWind: Isiah Thomas, of the Bad Boy Pistons, on the Nikola Jokic-Markieff Morris incident: ""One hit, then another.""

""I don't th…",0
pistons,"RT @HarrisonWind: Isiah Thomas, of the Bad Boy Pistons, on the Nikola Jokic-Markieff Morris incident: ""One hit, then another.""

""I don't th…",0
pistons,Danuel House (right foot sprain) is not being listed on the injury report for Wednesday's matchup with the Pistons. For Fantasy Analysis Click Here: https://t.co/x1gnHWq07I,0
pistons,RT @trademarktaz: He done stepped in that quicksand it’s too late now #Pistons https://t.co/mEc3x349VA,0
pistons,"RT @detnewsRodBeard: #Pistons believe they're on right track, but warn fans: 'It's not always going to be pretty': https://t.co/BcDqo2QXbS…",0
pistons,"🚨Covid Strikes Sixers and Ben Simmons for Jaylen Brown?🚨

-Sixers without Embiid, Tobias, Thybulle, Isaiah Joe🤒
-Wins over Bulls and Pistons 💯
-Loss to the Knicks 🏢
-What to make of Ben Simmons for Jaylen Brown rumors

#Sixers #HereTheyCome 
https://t.co/D9pA1HJCLT",1
pistons,RT @omarisankofa: Things are going according to plan for the Motor City Cruise. Saben Lee and Luka Garza posted big stat lines in their deb…,1
pistons,RT @trademarktaz: He done stepped in that quicksand it’s too late now #Pistons https://t.co/mEc3x349VA,0
pistons,"RT @BallySportsCLE: Time is running out! 

Box Office Buyout is LIVE until Midnight. Score 50% OFF tickets with no fees to Cavs vs. Pistons…",1
pistons,RT @trademarktaz: He done stepped in that quicksand it’s too late now #Pistons https://t.co/mEc3x349VA,0
pistons,RT @trademarktaz: He done stepped in that quicksand it’s too late now #Pistons https://t.co/mEc3x349VA,0
pistons,"RT @SalmanAliNBA: Jalen Green on the ESPN matchup with Cade Cunningham and the Pistons: “I know it’s probably a big deal, but I’m just thin…",1
pistons,RT @PistonsThoughts: Going through Pistons withdrawals,0
pistons,@PistonsThoughts Just jumped on to check the #pistons Twitter temp. https://t.co/LrmcTdDbdz,1
pistons,"RT @HarrisonWind: Isiah Thomas, of the Bad Boy Pistons, on the Nikola Jokic-Markieff Morris incident: ""One hit, then another.""

""I don't th…",0
pistons,RT @trademarktaz: He done stepped in that quicksand it’s too late now #Pistons https://t.co/mEc3x349VA,0
pistons,Late 1980’s Pistons / Celtics! Two shots for Jokic and side out. https://t.co/RR4Kywruxb,1
pistons,"RT @HarrisonWind: Isiah Thomas, of the Bad Boy Pistons, on the Nikola Jokic-Markieff Morris incident: ""One hit, then another.""

""I don't th…",0
pistons,"RT @HarrisonWind: Isiah Thomas, of the Bad Boy Pistons, on the Nikola Jokic-Markieff Morris incident: ""One hit, then another.""

""I don't th…",0
pistons,"RT @HarrisonWind: Isiah Thomas, of the Bad Boy Pistons, on the Nikola Jokic-Markieff Morris incident: ""One hit, then another.""

""I don't th…",0
pistons,"RT @HarrisonWind: Isiah Thomas, of the Bad Boy Pistons, on the Nikola Jokic-Markieff Morris incident: ""One hit, then another.""

""I don't th…",0
pistons,"RT @BiasedHouston: Jalen Green on facing Cade Cunningham and the Detroit Pistons tomorrow:

“I’m just thinking of it as another game for us…",1
pacers,"What's your favorite Pacers Bikeshare station and why? 

We want to know! 👇 https://t.co/LdfAkvJW80",1
pacers,"RT @1218Sports: 🎁FREE GIVEAWAY!!!🎁

Winners will be picked Wednesday

🔥Chris Duarte Rookie Card

To enter
1. Follow
2. Retweet
3. Like

@sp…",1
pacers,"RT @Pacers: couldn't be more in sync 🤞

@JustHolla7 @TJMcConnell 

#IntuitionChallenge https://t.co/eam9D7E6yp",1
pacers,RT @Original_Turner: Check out my dope new shoes designed by a local @Pacers fan and brought to life by @realsierato. Shout out to my partn…,1
pacers,"RT @NBACobwebs: November 9, 1994: After an offensive foul was called on Indiana's Reggie Miller by referee Tim Donaghy with 9.2 seconds lef…",1
pacers,"Vax Mandates Sterilize the Population to Reduce 90% of Population killing 7 billion to Save the Planet
-
#BrianLaundrie Jamal Jackson Kevin #Eagles #NFL #OhBoy #NFL #Football @RaheemBrock
@cliffWISH8 @ReggieMillerTNT #Pacers @WISH_TV @BleacherReport #NBA75 @NBAonTNT @KNBR https://t.co/uf1pRd5RIT",1
pacers,RT @zapearsonNBA: Chris Duarte currently leads all rookies in total points scored with 176 points. He also leads in 3P% (42.2) &amp; 3PM (27) t…,1
pacers,Can’t wait to find out which starter isn’t playing next https://t.co/SuxtfFSdYv,1
pacers,"RT @smbahr14: Excited to read @RomeovilleKid, the new @IndyStar Pacers beat writer, whose story is a testament to the difference kind words…",1
pacers,"@TrillBroDude Pacers kept that under wraps, never read that in any of Duarte's scouting reports",1
pacers,"RT @1218Sports: 🎁FREE GIVEAWAY!!!🎁

Winners will be picked Wednesday

🔥Chris Duarte Rookie Card

To enter
1. Follow
2. Retweet
3. Like

@sp…",1
pacers,"RT @1218Sports: 🎁FREE GIVEAWAY!!!🎁

Winners will be picked Wednesday

🔥Chris Duarte Rookie Card

To enter
1. Follow
2. Retweet
3. Like

@sp…",1
pacers,"5th grade violinist: “Can we wear our shirts every orchestra class day to get used to it?”

The pride and sense of community students feel over school never gets old to me. This comment from this particular student could’ve made me cry 🧡🖤🎶. @DCS_Pacers #ProudPacer https://t.co/NaHjUSdP8j",1
pacers,"What's your favorite Pacers Bikeshare station and why? 

We want to know! 👇 https://t.co/LdfAkvJW80",1
pacers,"RT @1218Sports: 🎁FREE GIVEAWAY!!!🎁

Winners will be picked Wednesday

🔥Chris Duarte Rookie Card

To enter
1. Follow
2. Retweet
3. Like

@sp…",1
pacers,"RT @Pacers: couldn't be more in sync 🤞

@JustHolla7 @TJMcConnell 

#IntuitionChallenge https://t.co/eam9D7E6yp",1
pacers,RT @Original_Turner: Check out my dope new shoes designed by a local @Pacers fan and brought to life by @realsierato. Shout out to my partn…,1
pacers,"RT @NBACobwebs: November 9, 1994: After an offensive foul was called on Indiana's Reggie Miller by referee Tim Donaghy with 9.2 seconds lef…",0
pacers,"Vax Mandates Sterilize the Population to Reduce 90% of Population killing 7 billion to Save the Planet
-
#BrianLaundrie Jamal Jackson Kevin #Eagles #NFL #OhBoy #NFL #Football @RaheemBrock
@cliffWISH8 @ReggieMillerTNT #Pacers @WISH_TV @BleacherReport #NBA75 @NBAonTNT @KNBR https://t.co/uf1pRd5RIT",1
pacers,RT @zapearsonNBA: Chris Duarte currently leads all rookies in total points scored with 176 points. He also leads in 3P% (42.2) &amp; 3PM (27) t…,1
pacers,"Pacers-@Duarte4ROTY 
Clippers-@TakeMyAclKawhi 
Lakers-@AD2022MVP__ 
Suns-@BookersWRLD 
Heat-@WadexFlash 
Grizzlies-@jamorantfan23 
Bucks-@FearGiannis 
Wolves-@katszn_ 
Pelicans-@PelsBullsFan 
Knicks-@KnicksKaiSZN 
Thunder-@Collinvande 
Magic-@sxm_magic 
Philly-@philly_dame",1
pacers,@1218Sports @sports_sell He’s my favorite player rn as a pacers fan this would be a sick win,1
pacers,"RT @1218Sports: 🎁FREE GIVEAWAY!!!🎁

Winners will be picked Wednesday

🔥Chris Duarte Rookie Card

To enter
1. Follow
2. Retweet
3. Like

@sp…",1
pacers,"RT @1218Sports: 🎁FREE GIVEAWAY!!!🎁

Winners will be picked Wednesday

🔥Chris Duarte Rookie Card

To enter
1. Follow
2. Retweet
3. Like

@sp…",1
pacers,"5th grade violinist: “Can we wear our shirts every orchestra class day to get used to it?”

The pride and sense of community students feel over school never gets old to me. This comment from this particular student could’ve made me cry 🧡🖤🎶. @DCS_Pacers #ProudPacer https://t.co/NaHjUSdP8j",1
pacers,"What's your favorite Pacers Bikeshare station and why? 

We want to know! 👇 https://t.co/LdfAkvJW80",1
pacers,"RT @1218Sports: 🎁FREE GIVEAWAY!!!🎁

Winners will be picked Wednesday

🔥Chris Duarte Rookie Card

To enter
1. Follow
2. Retweet
3. Like

@sp…",1
pacers,"RT @Pacers: couldn't be more in sync 🤞

@JustHolla7 @TJMcConnell 

#IntuitionChallenge https://t.co/eam9D7E6yp",1
pacers,RT @Original_Turner: Check out my dope new shoes designed by a local @Pacers fan and brought to life by @realsierato. Shout out to my partn…,1
pacers,"RT @NBACobwebs: November 9, 1994: After an offensive foul was called on Indiana's Reggie Miller by referee Tim Donaghy with 9.2 seconds lef…",0
pacers,"Vax Mandates Sterilize the Population to Reduce 90% of Population killing 7 billion to Save the Planet
-
#BrianLaundrie Jamal Jackson Kevin #Eagles #NFL #OhBoy #NFL #Football @RaheemBrock
@cliffWISH8 @ReggieMillerTNT #Pacers @WISH_TV @BleacherReport #NBA75 @NBAonTNT @KNBR https://t.co/uf1pRd5RIT",1
pacers,RT @zapearsonNBA: Chris Duarte currently leads all rookies in total points scored with 176 points. He also leads in 3P% (42.2) &amp; 3PM (27) t…,1
pacers,Can’t wait to find out which starter isn’t playing next https://t.co/SuxtfFSdYv,1
pacers,"RT @smbahr14: Excited to read @RomeovilleKid, the new @IndyStar Pacers beat writer, whose story is a testament to the difference kind words…",1
pacers,"@TrillBroDude Pacers kept that under wraps, never read that in any of Duarte's scouting reports",1
pacers,"RT @1218Sports: 🎁FREE GIVEAWAY!!!🎁

Winners will be picked Wednesday

🔥Chris Duarte Rookie Card

To enter
1. Follow
2. Retweet
3. Like

@sp…",1
pacers,RT @Pacers: celebrating the return of college basketball with some amazing throwbacks 🤩 https://t.co/YydL1JwEdf,1
pacers,"@BCCI @ImRo45 Country of billions, but still cannot find bowlers who can bowl above 140kph.
All those selected are semi medium pacers. I don't think India  can win with this team .",1
pacers,"RT @1218Sports: 🎁FREE GIVEAWAY!!!🎁

Winners will be picked Wednesday

🔥Chris Duarte Rookie Card

To enter
1. Follow
2. Retweet
3. Like

@sp…",1
pacers,@ESPNNBA @WindhorstESPN Warriors vs. Pacers finals confirmed,1
bucks,@Brlzaa oo only 3 bucks,1
bucks,RT @bjcovers: Taking bets. I got Bucks -6. If you want to bet got to be sent upfront unless we’ve bet before/I trust you.,1
bucks,RT @tbwray: We are proud to have April McCutcheon representing @MadCoSchools as the District 8 Middle School Principal of the Year and a fi…,1
bucks,20 bucks?? What we gon do wit that ?? Buy two chapsticks??@Keyambrix https://t.co/pP1qEBdQi3,1
bucks,"@VP @Bucks @Jrue_Holiday11 Madame Vice President, ask for the Tom Cruise box next time!",1
bucks,The Bucks when the sixers walk out on the floor https://t.co/kMa7wFMDFk,1
bucks,"RT @Bucks: Mamu always sporting a different hat. 

📸: @MotorolaUS https://t.co/pVdMTVvj2X",1
bucks,"@POTUS @Bucks Hey Joe! Why the mixed message on wearing masks in the pics?? 

#LetsGoBrandon",1
bucks,RT @suitablyforsus1: Harry said “MEXI@“ was Started by a TROLL on Social Media and Picked up and Amplified by Main Stream Media I’ll bet 30…,1
bucks,@Bucks @MotorolaUS @Mamukelashvili5 Who?,1
bucks,RT @gov_ct: @edmcnevin1 @1718106J @HypocriLib @b_clad @CoachNickerson @ct_turnip @ct_unite @JCherryWESU @sward111770 @nedquity @No_RINOs @a…,1
bucks,"RT @PosteBajo23: 🏀 #NBA75 | @Bucks (#FearTheDeer) vs. @sixers (#HereTheyCome) 
 🎙 Relator: @NBAMedellin
 🎙 Comentarios: @nbamarcelogodoy
💻📱…",1
bucks,"@maga_minnesota I can see this as a huge business opportunity of the future, only with large trucks hauling around a big electric generator to assist stranded e-cars for big bucks.",1
bucks,"@MarkSterlingEsq @The_MJF @TMZ A million bucks doesn’t get you that far in Plainview, NY..",1
bucks,"RT @NBA: “It was definitely an honor and a blessing.” 

2021 NBA Champion @Bucks visit The White House. 🏆 https://t.co/Jyhq0sFimO",1
bucks,@JoeyTheLoyal @santi62907538 @deedra29 @POTUS @Bucks Nope. Under president Obama children were separated from their parents or guardians if it was determined that it was dangerous for the child.  It was for protection. Under trump the purpose of the policy was to scare prospective asylum seekers from applying. Same reason he,0
bucks,"RT @NBA: “It was definitely an honor and a blessing.” 

2021 NBA Champion @Bucks visit The White House. 🏆 https://t.co/Jyhq0sFimO",1
bucks,"RT @BrennaParker46: Today we welcomed the Milwaukee @Bucks to the White House. 🏀 

@VP spoke with Brook Lopez and @Jrue_Holiday11 about vot…",1
bucks,"RT @NBA: “It was definitely an honor and a blessing.” 

2021 NBA Champion @Bucks visit The White House. 🏆 https://t.co/Jyhq0sFimO",1
bucks,RT @VibesBummer: I’ll give you five bucks to let me touch your rotary phone.,1
bucks,@Bucks need to sign @dekker ASAP,1
bucks,@Lorba594 @AirCanada @LuciraHealth @MeentaInc also sells the kit. They also offer a observation service along with the kit for a few extra bucks.,1
bucks,RT @tbwray: We are proud to have April McCutcheon representing @MadCoSchools as the District 8 Middle School Principal of the Year and a fi…,1
bucks,"[📺LIVE - 01H30] 🏀 #NBA 
Milwaukee #Bucks @ Philadelphia #76ers en direct sur beIN SPORTS 1
#NBAextra",1
